element_id,tests,docs,examples,missing
ffx net route add --netmask,0,1,0,"examples|tests"
ffx net route add --nicid,0,1,0,"examples|tests"
ffx net route del,0,1,0,"examples|tests"
ffx net route del --destination,0,1,0,"examples|tests"
ffx net route del --gateway,0,1,0,"examples|tests"
ffx net route del --metric,0,1,0,"examples|tests"
ffx net route del --netmask,0,1,0,"examples|tests"
ffx net route del --nicid,0,1,0,"examples|tests"
ffx net route list,0,1,0,"examples|tests"
ffx net rule,0,1,0,"examples|tests"
ffx net rule list,0,1,0,"examples|tests"
ffx package,11,1,0,"examples"
ffx package archive,2,1,0,"examples"
ffx package archive add,0,1,0,"examples|tests"
ffx package archive add --archive,0,1,0,"examples|tests"
ffx package archive add --file-to-add,0,1,0,"examples|tests"
ffx package archive add --output,0,1,0,"examples|tests"
ffx package archive add --overwrite,0,1,0,"examples|tests"
ffx package archive add --path-of-file-in-archive,0,1,0,"examples|tests"
ffx package archive cat,1,1,0,"examples"
ffx package archive create,0,1,0,"examples|tests"
ffx package archive create --depfile,0,1,0,"examples|tests"
ffx package archive create --out,0,1,0,"examples|tests"
ffx package archive create --root-dir,0,1,0,"examples|tests"
ffx package archive edit,0,1,0,"examples|tests"
ffx package archive edit --archive,0,1,0,"examples|tests"
ffx package archive edit --output,0,1,0,"examples|tests"
ffx package archive edit --package-name,0,1,0,"examples|tests"
ffx package archive edit --unsafe-override-abi-revision,0,1,0,"examples|tests"
ffx package archive extract,0,1,0,"examples|tests"
ffx package archive extract --blobs-json,0,1,0,"examples|tests"
ffx package archive extract --namespace,0,1,0,"examples|tests"
ffx package archive extract --out,0,1,0,"examples|tests"
ffx package archive extract --repository,0,1,0,"examples|tests"
ffx package archive list,5,1,0,"examples"
ffx package archive list --long-format,0,1,0,"examples|tests"
ffx package archive remove,0,1,0,"examples|tests"
ffx package archive remove --archive,0,1,0,"examples|tests"
ffx package archive remove --file-to-remove,0,1,0,"examples|tests"
ffx package archive remove --output,0,1,0,"examples|tests"
ffx package blob,0,1,0,"examples|tests"
ffx package blob compress,6,1,0,"examples"
ffx package blob compress --hash-as-name,0,1,0,"examples|tests"
ffx package blob compress --output,0,1,0,"examples|tests"
ffx package blob compress --type,0,1,0,"examples|tests"
ffx package blob decompress,5,1,0,"examples"
ffx package blob decompress --output,0,1,0,"examples|tests"
ffx package blob hash,5,1,0,"examples"
ffx package blob hash --uncompressed,0,1,0,"examples|tests"
ffx package build,0,1,0,"examples|tests"
ffx package build --api-level,0,1,0,"examples|tests"
ffx package build --blobs-json,0,1,0,"examples|tests"
ffx package build --blobs-manifest,0,1,0,"examples|tests"
ffx package build --depfile,0,1,0,"examples|tests"
ffx package build --out,0,1,0,"examples|tests"
ffx package build --published-name,0,1,0,"examples|tests"
ffx package build --repository,0,1,0,"examples|tests"
ffx package build --subpackages-build-manifest-path,0,1,0,"examples|tests"
ffx package far,0,1,0,"examples|tests"
ffx package far cat,0,1,0,"examples|tests"
ffx package far create,0,1,0,"examples|tests"
ffx package far extract,0,1,0,"examples|tests"
ffx package far extract --output-dir,0,1,0,"examples|tests"
ffx package far extract --verbose,0,1,0,"examples|tests"
ffx package far list,3,1,0,"examples"
ffx package far list --long-format,0,1,0,"examples|tests"
ffx package file-hash,4,1,0,"examples"
ffx package ota-manifest,0,1,0,"examples|tests"
ffx package ota-manifest show,2,1,0,"examples"
ffx package ota-manifest show --print-blobs,0,1,0,"examples|tests"
ffx package ota-manifest show --public-key,0,1,0,"examples|tests"
ffx platform,0,1,0,"examples|tests"
ffx platform preflight,4,1,0,"examples"
ffx platform preflight --json,0,1,0,"examples|tests"
ffx playground,0,2,0,"examples|tests"
ffx playground --command,0,1,0,"examples|tests"
ffx power,4,1,0,"examples"
ffx process,7,1,0,"examples"
ffx process filter,0,1,0,"examples|tests"
ffx process generate-fuchsia-map,0,1,0,"examples|tests"
ffx process kill,0,1,0,"examples|tests"
ffx process list,0,1,0,"examples|tests"
ffx process list --verbose,0,1,0,"examples|tests"
ffx process stack_trace,0,0,0,"docs.reference|examples|tests"
ffx process tree,0,1,0,"examples|tests"
ffx process tree --threads,0,1,0,"examples|tests"
ffx product,2,3,4,""
ffx product create-old,6,1,0,"examples"
ffx product create-old --delivery-blob-type,0,1,0,"examples|tests"
ffx product create-old --gerrit-size-report,0,1,0,"examples|tests"
ffx product create-old --ota-manifest-key,0,1,0,"examples|tests"
ffx product create-old --out-dir,0,1,0,"examples|tests"
ffx product create-old --product-name,0,1,0,"examples|tests"
ffx product create-old --product-version,0,1,0,"examples|tests"
ffx product create-old --product-version-file,0,1,0,"examples|tests"
ffx product create-old --recommended-device,0,1,0,"examples|tests"
ffx product create-old --system-a,0,1,0,"examples|tests"
ffx product create-old --system-b,0,1,0,"examples|tests"
ffx product create-old --system-r,0,1,0,"examples|tests"
ffx product create-old --tuf-keys,0,1,0,"examples|tests"
ffx product create-old --update-package-epoch,0,1,0,"examples|tests"
ffx product create-old --update-package-version-file,0,1,0,"examples|tests"
ffx product create-old --virtual-device,0,1,0,"examples|tests"
ffx product create-old --with-deprecated-flash-manifest,0,1,0,"examples|tests"
ffx product download,3,3,2,""
ffx product download --auth,0,1,0,"examples|tests"
ffx product download --base-url,0,1,0,"examples|tests"
ffx product download --branch,0,1,2,"tests"
ffx product download --force,0,2,2,"tests"
ffx product download --version,0,1,2,"tests"
ffx product get,0,1,1,"tests"
ffx product get --auth,0,1,0,"examples|tests"
ffx product get --experimental,0,1,0,"examples|tests"
ffx product get --force,0,1,0,"examples|tests"
ffx product get --latest,0,1,0,"examples|tests"
ffx product get --out-dir,0,1,0,"examples|tests"
ffx product get --version,0,1,0,"examples|tests"
ffx product get-artifacts,6,1,0,"examples"
ffx product get-artifacts --artifacts-group,0,1,0,"examples|tests"
ffx product get-artifacts --relative-path,0,1,0,"examples|tests"
ffx product get-image-path,5,1,0,"examples"
ffx product get-image-path --bootloader,0,1,0,"examples|tests"
ffx product get-image-path --image-type,0,1,0,"examples|tests"
ffx product get-image-path --relative-path,0,1,0,"examples|tests"
ffx product get-image-path --slot,0,1,0,"examples|tests"
ffx product get-repository,1,1,0,"examples"
ffx product get-version,7,1,0,"examples"
ffx product get-version --include-dependencies,0,1,0,"examples|tests"
ffx product list,4,2,1,""
ffx product list --auth,0,1,0,"examples|tests"
ffx product list --base-url,0,1,0,"examples|tests"
ffx product list --branch,0,1,1,"tests"
ffx product list --version,0,1,1,"tests"
ffx product lookup,2,1,0,"examples"
ffx product lookup --auth,0,1,0,"examples|tests"
ffx product lookup --base-url,0,1,0,"examples|tests"
ffx product show,0,1,0,"examples|tests"
ffx product show --device,0,1,0,"examples|tests"
ffx product show --devices,0,1,0,"examples|tests"
ffx product-bundle,0,2,4,"tests"
ffx product-bundle bisect,0,4,1,"tests"
ffx product-bundle bisect --auth,0,1,0,"examples|tests"
ffx product-bundle bisect --from-success,0,2,0,"examples|tests"
ffx product-bundle bisect --gen-dir,0,1,0,"examples|tests"
ffx product-bundle bisect --out-dir,0,1,0,"examples|tests"
ffx product-bundle bisect --script,0,1,0,"examples|tests"
ffx product-bundle bisect --slot,0,1,0,"examples|tests"
ffx product-bundle bisect --to-failure,0,2,0,"examples|tests"
ffx product-bundle create,2,1,3,""
ffx product-bundle create --auth,0,1,0,"examples|tests"
ffx product-bundle create --bib-set,0,1,0,"examples|tests"
ffx product-bundle create --board-config,0,1,1,"tests"
ffx product-bundle create --developer-overrides,0,1,0,"examples|tests"
ffx product-bundle create --ota-manifest-key,0,1,0,"examples|tests"
ffx product-bundle create --out,0,1,0,"examples|tests"
ffx product-bundle create --output-name,0,1,0,"examples|tests"
ffx product-bundle create --output-version,0,1,0,"examples|tests"
ffx product-bundle create --output-version-file,0,1,0,"examples|tests"
ffx product-bundle create --pib,0,1,0,"examples|tests"
ffx product-bundle create --platform,0,1,0,"examples|tests"
ffx product-bundle create --product-config,0,1,1,"tests"
ffx product-bundle create --recovery-board-config,0,1,0,"examples|tests"
ffx product-bundle create --recovery-product-config,0,1,0,"examples|tests"
ffx product-bundle create --stage,0,1,0,"examples|tests"
ffx product-bundle create --tuf-keys,0,1,0,"examples|tests"
ffx product-bundle create --zbi-only,0,1,0,"examples|tests"
ffx product-bundle create-old,0,1,0,"examples|tests"
ffx product-bundle create-old --delivery-blob-type,0,1,0,"examples|tests"
ffx product-bundle create-old --gerrit-size-report,0,1,0,"examples|tests"
ffx product-bundle create-old --out-dir,0,1,0,"examples|tests"
ffx product-bundle create-old --partitions,0,1,0,"examples|tests"
ffx product-bundle create-old --product-name,0,1,0,"examples|tests"
ffx product-bundle create-old --product-version,0,1,0,"examples|tests"
ffx product-bundle create-old --recommended-device,0,1,0,"examples|tests"
ffx product-bundle create-old --system-a,0,1,0,"examples|tests"
ffx product-bundle create-old --system-b,0,1,0,"examples|tests"
ffx product-bundle create-old --system-r,0,1,0,"examples|tests"
ffx product-bundle create-old --tuf-keys,0,1,0,"examples|tests"
ffx product-bundle create-old --update-package-epoch,0,1,0,"examples|tests"
ffx product-bundle create-old --update-package-version-file,0,1,0,"examples|tests"
ffx product-bundle create-old --virtual-device,0,1,0,"examples|tests"
ffx product-bundle create-old --with-deprecated-flash-manifest,0,1,0,"examples|tests"
ffx product-bundle download,0,1,0,"examples|tests"
ffx product-bundle download --auth,0,1,0,"examples|tests"
ffx product-bundle download --base-url,0,1,0,"examples|tests"
ffx product-bundle download --branch,0,1,0,"examples|tests"
ffx product-bundle download --force,0,1,0,"examples|tests"
ffx product-bundle download --version,0,1,0,"examples|tests"
ffx product-bundle get-artifacts,0,1,0,"examples|tests"
ffx product-bundle get-artifacts --artifacts-group,0,1,0,"examples|tests"
ffx product-bundle get-artifacts --relative-path,0,1,0,"examples|tests"
ffx product-bundle get-image-path,0,1,0,"examples|tests"
ffx product-bundle get-image-path --bootloader,0,1,0,"examples|tests"
ffx product-bundle get-image-path --image-type,0,1,0,"examples|tests"
ffx product-bundle get-image-path --relative-path,0,1,0,"examples|tests"
ffx product-bundle get-image-path --slot,0,1,0,"examples|tests"
ffx product-bundle get-repository,0,1,0,"examples|tests"
ffx product-bundle get-version,0,1,0,"examples|tests"
ffx product-bundle get-version --include-dependencies,0,1,0,"examples|tests"
ffx product-bundle lookup,0,1,0,"examples|tests"
ffx product-bundle lookup --auth,0,1,0,"examples|tests"
ffx product-bundle lookup --base-url,0,1,0,"examples|tests"
ffx product-bundle show,0,1,0,"examples|tests"
ffx product-bundle show --device,0,1,0,"examples|tests"
ffx product-bundle show --devices,0,1,0,"examples|tests"
ffx profile,2,2,5,""
ffx profile cpu,0,1,1,"tests"
ffx profile cpu load,15,1,1,""
ffx profile cpu load --duration,0,1,1,"tests"
ffx profile cpu load start,0,1,0,"examples|tests"
ffx profile cpu load start --duration,0,1,0,"examples|tests"
ffx profile cpu load start --interval,0,1,0,"examples|tests"
ffx profile cpu load start --output-to-syslog,0,1,0,"examples|tests"
ffx profile cpu load stop,0,1,0,"examples|tests"
ffx profile gpu,0,1,1,"tests"
ffx profile gpu usage,16,1,1,""
ffx profile gpu usage start,0,1,0,"examples|tests"
ffx profile gpu usage start --duration,0,1,0,"examples|tests"
ffx profile gpu usage start --interval,0,1,0,"examples|tests"
ffx profile gpu usage start --output-to-syslog,0,1,0,"examples|tests"
ffx profile gpu usage stop,0,1,0,"examples|tests"
ffx profile heapdump,2,1,0,"examples"
ffx profile heapdump download,2,1,0,"examples"
ffx profile heapdump download --collector,0,1,0,"examples|tests"
ffx profile heapdump download --output-file,2,1,0,"examples"
ffx profile heapdump download --snapshot-id,2,1,0,"examples"
ffx profile heapdump download --symbolize,0,1,0,"examples|tests"
ffx profile heapdump download --with-tags,0,1,0,"examples|tests"
ffx profile heapdump list,0,1,0,"examples|tests"
ffx profile heapdump list --by-koid,0,1,0,"examples|tests"
ffx profile heapdump list --by-name,0,1,0,"examples|tests"
ffx profile heapdump list --collector,0,1,0,"examples|tests"
ffx profile heapdump snapshot,2,1,0,"examples"
ffx profile heapdump snapshot --by-koid,0,1,0,"examples|tests"
ffx profile heapdump snapshot --by-name,2,1,0,"examples"
ffx profile heapdump snapshot --collector,0,1,0,"examples|tests"
ffx profile heapdump snapshot --multi-process,0,1,0,"examples|tests"
ffx profile heapdump snapshot --output-contents-dir,2,1,0,"examples"
ffx profile heapdump snapshot --output-file,2,1,0,"examples"
ffx profile heapdump snapshot --symbolize,2,1,0,"examples"
ffx profile heapdump snapshot --with-tags,0,1,0,"examples|tests"
ffx profile memory,2,2,0,"examples"
ffx profile memory --backend,0,1,0,"examples|tests"
ffx profile memory --buckets,0,1,0,"examples|tests"
ffx profile memory --csv,0,2,0,"examples|tests"
ffx profile memory --debug-json,0,1,0,"examples|tests"
ffx profile memory --exact-sizes,0,1,0,"examples|tests"
ffx profile memory --interval,0,2,0,"examples|tests"
ffx profile memory --process-koids,0,1,0,"examples|tests"
ffx profile memory --process-names,0,1,0,"examples|tests"
ffx profile memory --stdin-input,0,1,0,"examples|tests"
ffx profile memory --undigested,0,1,0,"examples|tests"
ffx profile memory components,2,1,0,"examples"
ffx profile memory components --abridged,0,1,0,"examples|tests"
ffx profile memory components --assembly-manifest,0,1,0,"examples|tests"
ffx profile memory components --buckets,0,1,0,"examples|tests"
ffx profile memory components --csv,0,1,0,"examples|tests"
ffx profile memory components --debug-json,0,1,0,"examples|tests"
ffx profile memory components --detailed,0,1,0,"examples|tests"
ffx profile memory components --list-vmos,0,1,0,"examples|tests"
ffx profile memory components --stats-only,0,1,0,"examples|tests"
ffx profile memory components --stdin-input,0,1,0,"examples|tests"
ffx profile memory signal,4,1,0,"examples"
ffx profile network,0,1,1,"tests"
ffx profile network activity,16,1,1,""
ffx profile network activity start,0,1,0,"examples|tests"
ffx profile network activity start --duration,0,1,0,"examples|tests"
ffx profile network activity start --interval,0,1,0,"examples|tests"
ffx profile network activity start --output-to-syslog,0,1,0,"examples|tests"
ffx profile network activity stop,0,1,0,"examples|tests"
ffx profile power,0,1,1,"tests"
ffx profile power logger,17,1,1,""
ffx profile power logger start,0,1,0,"examples|tests"
ffx profile power logger start --duration,0,1,0,"examples|tests"
ffx profile power logger start --output-samples-to-syslog,0,1,0,"examples|tests"
ffx profile power logger start --output-stats-to-syslog,0,1,0,"examples|tests"
ffx profile power logger start --sampling-interval,0,1,0,"examples|tests"
ffx profile power logger start --statistics-interval,0,1,0,"examples|tests"
ffx profile power logger stop,0,1,0,"examples|tests"
ffx profile temperature,0,1,1,"tests"
ffx profile temperature logger,16,1,1,""
ffx profile temperature logger start,0,1,0,"examples|tests"
ffx profile temperature logger start --duration,0,1,0,"examples|tests"
ffx profile temperature logger start --output-samples-to-syslog,0,1,0,"examples|tests"
ffx profile temperature logger start --output-stats-to-syslog,0,1,0,"examples|tests"
ffx profile temperature logger start --sampling-interval,0,1,0,"examples|tests"
ffx profile temperature logger start --statistics-interval,0,1,0,"examples|tests"
ffx profile temperature logger stop,0,1,0,"examples|tests"
ffx repository,2,5,3,""
ffx repository add,0,1,0,"examples|tests"
ffx repository add --prefix,0,1,0,"examples|tests"
ffx repository create,2,2,0,"examples"
ffx repository create --keys,0,1,0,"examples|tests"
ffx repository create --time-versioning,0,1,0,"examples|tests"
ffx repository default,0,2,2,"tests"
ffx repository default get,0,1,0,"examples|tests"
ffx repository default set,0,2,1,"tests"
ffx repository default set --build-dir,0,1,0,"examples|tests"
ffx repository default set --level,0,1,0,"examples|tests"
ffx repository default unset,0,1,1,"tests"
ffx repository default unset --build-dir,0,1,0,"examples|tests"
ffx repository default unset --level,0,1,0,"examples|tests"
ffx repository package,0,1,0,"examples|tests"
ffx repository package extract-archive,0,1,0,"examples|tests"
ffx repository package extract-archive --out,0,1,0,"examples|tests"
ffx repository package extract-archive --port,0,1,0,"examples|tests"
ffx repository package extract-archive --repo-path,0,1,0,"examples|tests"
ffx repository package extract-archive --repository,0,1,0,"examples|tests"
ffx repository package list,0,1,0,"examples|tests"
ffx repository package list --full-hash,0,1,0,"examples|tests"
ffx repository package list --include-components,0,1,0,"examples|tests"
ffx repository package list --include-size,0,1,0,"examples|tests"
ffx repository package list --port,0,1,0,"examples|tests"
ffx repository package list --repo-path,0,1,0,"examples|tests"
ffx repository package list --repository,0,1,0,"examples|tests"
ffx repository package show,0,1,0,"examples|tests"
ffx repository package show --full-hash,0,1,0,"examples|tests"
ffx repository package show --include-subpackages,0,1,0,"examples|tests"
ffx repository package show --port,0,1,0,"examples|tests"
ffx repository package show --repo-path,0,1,0,"examples|tests"
ffx repository package show --repository,0,1,0,"examples|tests"
ffx repository publish,2,1,0,"examples"
ffx repository publish --blob-manifest,0,1,0,"examples|tests"
ffx repository publish --blob-repo-dir,0,1,0,"examples|tests"
ffx repository publish --clean,0,1,0,"examples|tests"
ffx repository publish --copy-mode,0,1,0,"examples|tests"
ffx repository publish --delivery-blob-type,0,1,0,"examples|tests"
ffx repository publish --depfile,0,1,0,"examples|tests"
ffx repository publish --ignore-missing-packages,0,1,0,"examples|tests"
ffx repository publish --metadata-current-time,0,1,0,"examples|tests"
ffx repository publish --package,0,1,0,"examples|tests"
ffx repository publish --package-archive,0,1,0,"examples|tests"
ffx repository publish --package-list,0,1,0,"examples|tests"
ffx repository publish --product-bundle,0,1,0,"examples|tests"
ffx repository publish --refresh-root,0,1,0,"examples|tests"
ffx repository publish --signing-keys,0,1,0,"examples|tests"
ffx repository publish --time-versioning,0,1,0,"examples|tests"
ffx repository publish --trusted-keys,0,1,0,"examples|tests"
ffx repository publish --trusted-root,0,1,0,"examples|tests"
ffx repository publish --watch,0,1,0,"examples|tests"
ffx repository serve,0,1,0,"examples|tests"
ffx repository serve --address,0,1,0,"examples|tests"
ffx repository serve --alias,0,1,0,"examples|tests"
ffx repository serve --alias-conflict-mode,0,1,0,"examples|tests"
ffx repository serve --auto-publish,0,1,0,"examples|tests"
ffx repository serve --no-device,0,1,0,"examples|tests"
ffx repository serve --port-path,0,1,0,"examples|tests"
ffx repository serve --product-bundle,0,1,0,"examples|tests"
ffx repository serve --refresh-metadata,0,1,0,"examples|tests"
ffx repository serve --repo-path,0,1,0,"examples|tests"
ffx repository serve --repository,0,1,0,"examples|tests"
ffx repository serve --storage-type,0,1,0,"examples|tests"
ffx repository serve --trusted-root,0,1,0,"examples|tests"
ffx repository serve-archive,1,1,0,"examples"
ffx repository serve-archive --address,0,1,0,"examples|tests"
ffx repository serve-archive --alias,0,1,0,"examples|tests"
ffx repository serve-archive --no-device,0,1,0,"examples|tests"
ffx repository serve-archive --repository,0,1,0,"examples|tests"
ffx repository serve-archive --tunnel-addr,0,1,0,"examples|tests"
ffx repository server,3,5,0,"examples"
ffx repository server list,6,2,0,"examples"
ffx repository server list --full,0,2,0,"examples|tests"
ffx repository server list --name,0,1,0,"examples|tests"
ffx repository server start,1,3,0,"examples"
ffx repository server start --address,1,1,0,"examples"
ffx repository server start --alias,0,1,0,"examples|tests"
ffx repository server start --alias-conflict-mode,0,1,0,"examples|tests"
ffx repository server start --auto-publish,0,1,0,"examples|tests"
ffx repository server start --background,1,3,0,"examples"
ffx repository server start --foreground,0,2,0,"examples|tests"
ffx repository server start --no-device,1,1,0,"examples"
ffx repository server start --port-path,0,1,0,"examples|tests"
ffx repository server start --product-bundle,0,2,0,"examples|tests"
ffx repository server start --refresh-metadata,0,1,0,"examples|tests"
ffx repository server start --repo-path,1,2,0,"examples"
ffx repository server start --repository,1,1,0,"examples"
ffx repository server start --storage-type,0,1,0,"examples|tests"
ffx repository server start --trusted-root,0,1,0,"examples|tests"
ffx repository server start --tunnel-addr,0,1,0,"examples|tests"
ffx repository server stop,2,3,0,"examples"
ffx repository server stop --all,0,2,0,"examples|tests"
ffx repository server stop --port,0,1,0,"examples|tests"
ffx repository server stop --product-bundle,0,1,0,"examples|tests"
ffx scrutiny,4,1,16,""
ffx scrutiny extract,0,1,4,"tests"
ffx scrutiny extract blobfs,0,1,1,"tests"
ffx scrutiny extract fvm,0,1,1,"tests"
ffx scrutiny extract package,0,1,1,"tests"
ffx scrutiny extract package --output,0,1,1,"tests"
ffx scrutiny extract package --product-bundle,0,1,1,"tests"
ffx scrutiny extract package --recovery,0,1,0,"examples|tests"
ffx scrutiny extract package --url,0,1,1,"tests"
ffx scrutiny extract structured-config,0,1,0,"examples|tests"
ffx scrutiny extract structured-config --build-path,0,1,0,"examples|tests"
ffx scrutiny extract structured-config --component-tree-config,0,1,0,"examples|tests"
ffx scrutiny extract structured-config --depfile,0,1,0,"examples|tests"
ffx scrutiny extract structured-config --output,0,1,0,"examples|tests"
ffx scrutiny extract structured-config --product-bundle,0,1,0,"examples|tests"
ffx scrutiny extract structured-config --recovery,0,1,0,"examples|tests"
ffx scrutiny extract zbi,0,1,1,"tests"
ffx scrutiny list,0,1,3,"tests"
ffx scrutiny list components,0,1,1,"tests"
ffx scrutiny list components --product-bundle,0,1,1,"tests"
ffx scrutiny list components --recovery,0,1,0,"examples|tests"
ffx scrutiny list package,0,1,1,"tests"
ffx scrutiny list package --product-bundle,0,1,1,"tests"
ffx scrutiny list package --recovery,0,1,0,"examples|tests"
ffx scrutiny list package --url,0,1,1,"tests"
ffx scrutiny list packages,0,1,1,"tests"
ffx scrutiny list packages --product-bundle,0,1,1,"tests"
ffx scrutiny list packages --recovery,0,1,0,"examples|tests"
ffx scrutiny shell,5,1,1,""
ffx scrutiny verify,0,2,8,"tests"
ffx scrutiny verify --depfile,0,1,0,"examples|tests"
ffx scrutiny verify --recovery,0,1,0,"examples|tests"
ffx scrutiny verify --stamp,0,1,0,"examples|tests"
ffx scrutiny verify --tmp-dir,0,1,0,"examples|tests"
ffx scrutiny verify bootfs,0,1,1,"tests"
ffx scrutiny verify bootfs --golden,0,1,0,"examples|tests"
ffx scrutiny verify bootfs --golden-packages,0,1,0,"examples|tests"
ffx scrutiny verify bootfs --product-bundle,0,1,0,"examples|tests"
ffx scrutiny verify component-resolvers,4,1,1,""
ffx scrutiny verify component-resolvers --allowlist,0,1,1,"tests"
ffx scrutiny verify component-resolvers --product-bundle,0,1,1,"tests"
ffx scrutiny verify kernel-cmdline,0,1,1,"tests"
ffx scrutiny verify kernel-cmdline --golden,0,1,0,"examples|tests"
ffx scrutiny verify kernel-cmdline --product-bundle,0,1,0,"examples|tests"
ffx scrutiny verify pre-signing,0,1,1,"tests"
ffx scrutiny verify pre-signing --golden-files-dir,0,1,0,"examples|tests"
ffx scrutiny verify pre-signing --policy,0,1,0,"examples|tests"
ffx scrutiny verify pre-signing --product-bundle,0,1,0,"examples|tests"
ffx scrutiny verify route-sources,0,1,1,"tests"
ffx scrutiny verify route-sources --config,0,1,0,"examples|tests"
ffx scrutiny verify route-sources --product-bundle,0,1,0,"examples|tests"
ffx scrutiny verify routes,0,1,1,"tests"
ffx scrutiny verify routes --capability-type,0,1,0,"examples|tests"
ffx scrutiny verify routes --component-tree-config,0,1,0,"examples|tests"
ffx scrutiny verify routes --product-bundle,0,1,0,"examples|tests"
ffx scrutiny verify routes --response-level,0,1,0,"examples|tests"
ffx scrutiny verify static-pkgs,0,1,1,"tests"
ffx scrutiny verify static-pkgs --golden,0,1,1,"tests"
ffx scrutiny verify static-pkgs --product-bundle,0,1,1,"tests"
ffx scrutiny verify structured-config,0,1,1,"tests"
ffx scrutiny verify structured-config --component-tree-config,0,1,0,"examples|tests"
ffx scrutiny verify structured-config --policy,0,1,0,"examples|tests"
ffx scrutiny verify structured-config --product-bundle,0,1,0,"examples|tests"
ffx sdk,12,1,0,"examples"
ffx sdk populate-path,0,1,0,"examples|tests"
ffx sdk run,0,1,0,"examples|tests"
ffx sdk set,0,1,0,"examples|tests"
ffx sdk set root,0,1,0,"examples|tests"
ffx sdk version,0,1,0,"examples|tests"
ffx session,7,1,2,""
ffx session add,5,1,1,""
ffx session add --interactive,0,1,0,"examples|tests"
ffx session add --name,0,1,0,"examples|tests"
ffx session add --persist,0,1,0,"examples|tests"
ffx session drop-power-lease,4,1,0,"examples"
ffx session drop-power-lease --allow-missing,1,1,0,"examples"
ffx session launch,2,1,1,""
ffx session launch --config,0,1,0,"examples|tests"
ffx session remove,2,1,0,"examples"
ffx session restart,3,1,0,"examples"
ffx session show,1,1,0,"examples"
ffx session start,2,1,0,"examples"
ffx session stop,2,1,0,"examples"
ffx setui,0,1,0,"examples|tests"
ffx setui accessibility,3,1,0,"examples"
ffx setui accessibility add-caption,2,1,0,"examples"
ffx setui accessibility add-caption --background-color,0,1,0,"examples|tests"
ffx setui accessibility add-caption --char-edge-style,0,1,0,"examples|tests"
ffx setui accessibility add-caption --font-color,0,1,0,"examples|tests"
ffx setui accessibility add-caption --font-family,0,1,0,"examples|tests"
ffx setui accessibility add-caption --for-media,0,1,0,"examples|tests"
ffx setui accessibility add-caption --for-tts,0,1,0,"examples|tests"
ffx setui accessibility add-caption --relative-size,0,1,0,"examples|tests"
ffx setui accessibility add-caption --window-color,0,1,0,"examples|tests"
ffx setui accessibility set,2,1,0,"examples"
ffx setui accessibility set --audio-description,0,1,0,"examples|tests"
ffx setui accessibility set --color-correction,0,1,0,"examples|tests"
ffx setui accessibility set --color-inversion,0,1,0,"examples|tests"
ffx setui accessibility set --enable-magnification,0,1,0,"examples|tests"
ffx setui accessibility set --screen-reader,0,1,0,"examples|tests"
ffx setui accessibility watch,1,1,0,"examples"
ffx setui audio,4,1,0,"examples"
ffx setui audio --level,0,1,0,"examples|tests"
ffx setui audio --source,0,1,0,"examples|tests"
ffx setui audio --stream,0,1,0,"examples|tests"
ffx setui audio --volume-muted,0,1,0,"examples|tests"
ffx setui display,4,1,0,"examples"
ffx setui display get,2,1,0,"examples"
ffx setui display get --field,0,1,0,"examples|tests"
ffx setui display set,2,1,0,"examples"
ffx setui display set --auto-brightness,0,1,0,"examples|tests"
ffx setui display set --auto-brightness-level,0,1,0,"examples|tests"
ffx setui display set --brightness,0,1,0,"examples|tests"
ffx setui display set --low-light-mode,0,1,0,"examples|tests"
ffx setui display set --screen-enabled,0,1,0,"examples|tests"
ffx setui display set --theme,0,1,0,"examples|tests"
ffx setui display watch,1,1,0,"examples"
ffx setui do_not_disturb,4,0,0,"docs.reference|examples"
ffx setui do_not_disturb --night-mode-dnd,0,0,0,"docs.reference|examples|tests"
ffx setui do_not_disturb --user-dnd,0,0,0,"docs.reference|examples|tests"
ffx setui factory_reset,4,0,0,"docs.reference|examples"
ffx setui factory_reset --is-local-reset-allowed,0,0,0,"docs.reference|examples|tests"
ffx setui input,4,1,0,"examples"
ffx setui input --device-type,0,1,0,"examples|tests"
ffx setui input --name,0,1,0,"examples|tests"
ffx setui input --state,0,1,0,"examples|tests"
ffx setui intl,4,1,0,"examples"
ffx setui intl --clear-locales,0,1,0,"examples|tests"
ffx setui intl --hour-cycle,0,1,0,"examples|tests"
ffx setui intl --locales,0,1,0,"examples|tests"
ffx setui intl --temperature-unit,0,1,0,"examples|tests"
ffx setui intl --time-zone,0,1,0,"examples|tests"
ffx setui keyboard,5,1,0,"examples"
ffx setui keyboard --autorepeat-delay,0,1,0,"examples|tests"
ffx setui keyboard --autorepeat-period,0,1,0,"examples|tests"
ffx setui keyboard --keymap,0,1,0,"examples|tests"
ffx setui light,5,1,0,"examples"
ffx setui light --brightness,0,1,0,"examples|tests"
ffx setui light --name,0,1,0,"examples|tests"
ffx setui light --rgb,0,1,0,"examples|tests"
ffx setui light --simple,0,1,0,"examples|tests"
ffx setui night_mode,4,0,0,"docs.reference|examples"
ffx setui night_mode --night-mode-enabled,0,0,0,"docs.reference|examples|tests"
ffx setui privacy,4,1,0,"examples"
ffx setui privacy --user-data-sharing-consent,0,1,0,"examples|tests"
ffx setui setup,4,1,0,"examples"
ffx setui setup --interfaces,0,1,0,"examples|tests"
ffx starnix,0,1,6,"tests"
ffx starnix adb,1,1,1,""
